order_id,customer_id,order_date,ship_date,ship_mode,order_total
ORD006073,CUST00164,2024-06-05,2024-06-10,Standard,1459.26
ORD006074,CUST00569,2024-08-26,2024-08-31,Standard,373.53
ORD006075,CUST00306,2023-05-19,2023-05-21,Express,2688.85
ORD006076,CUST01166,2024-03-24,2024-03-29,Standard,1232.3
ORD006077,CUST01183,2023-09-29,2023-09-29,Same Day,2986.22
ORD006078,CUST00469,2023-05-29,2023-05-29,Same Day,991.2
ORD006079,CUST00461,2023-04-20,2023-04-25,Standard,1611.28
ORD006080,CUST00467,2024-08-20,2024-08-25,Standard,969.92
ORD006081,CUST01069,2023-01-02,2023-01-07,Standard,1365.52
ORD006082,CUST00194,2024-12-27,2025-01-01,Standard,2506.4
ORD006083,CUST00634,2024-01-10,2024-01-15,Standard,2793.74
ORD006084,CUST00411,2023-11-06,2023-11-11,Standard,4434.91
ORD006085,CUST01102,2023-12-12,2023-12-17,Standard,957.1
ORD006086,CUST00384,2023-11-04,2023-11-09,Standard,711.14
ORD006087,CUST00524,2024-04-22,2024-04-27,Standard,3013.13
ORD006088,CUST00570,2024-02-27,2024-03-03,Standard,1710.15
ORD006089,CUST00996,2024-05-27,2024-06-01,Standard,21.92
ORD006090,CUST01023,2024-07-10,2024-07-12,Express,1293.49
ORD006091,CUST00983,2024-09-12,2024-09-17,Standard,1290.15
ORD006092,CUST00454,2023-10-22,2023-10-22,Same Day,251.34
ORD006093,CUST00839,2023-04-15,2023-04-17,Express,255.92
ORD006094,CUST00104,2023-08-11,2023-08-13,Express,3757.75
ORD006095,CUST00811,2023-07-05,2023-07-10,Standard,87.89
ORD006096,CUST00381,2023-07-05,2023-07-05,Same Day,475.19
ORD006097,CUST00604,2024-03-15,2024-03-20,Standard,661.76
ORD006098,CUST01114,2023-06-15,2023-06-20,Standard,2007.58
ORD006099,CUST01033,2024-12-07,2024-12-07,Same Day,6072.9
ORD006100,CUST01046,2024-08-21,2024-08-26,Standard,1611.45
ORD006101,CUST00907,2023-07-09,2023-07-14,Standard,367.55
ORD006102,CUST00118,2024-04-20,2024-04-22,Express,2225.98
ORD006103,CUST00498,2023-09-04,2023-09-06,Express,602.0
ORD006104,CUST01014,2024-06-11,2024-06-16,Standard,576.18
ORD006105,CUST01104,2023-08-29,2023-09-03,Standard,271.18
ORD006106,CUST00742,2023-11-01,2023-11-06,Standard,455.63
ORD006107,CUST00702,2023-08-13,2023-08-18,Standard,1676.04
ORD006108,CUST00636,2023-07-19,2023-07-21,Express,531.48
ORD006109,CUST00190,2024-10-20,2024-10-22,Express,245.13
ORD006110,CUST00905,2024-07-31,2024-08-05,Standard,1708.31
ORD006111,CUST00767,2023-07-22,2023-07-27,Standard,2709.27
ORD006112,CUST00677,2024-04-19,2024-04-24,Standard,5587.48
ORD006113,CUST00619,2023-04-22,2023-04-22,Same Day,5044.82
ORD006114,CUST01127,2023-06-29,2023-07-01,Express,232.64
ORD006115,CUST01098,2023-03-23,2023-03-28,Standard,2724.74
ORD006116,CUST00554,2023-02-09,2023-02-14,Standard,3411.49
ORD006117,CUST00051,2024-06-18,2024-06-20,Express,741.08
ORD006118,CUST01072,2024-08-01,2024-08-01,Same Day,2016.45
ORD006119,CUST00428,2024-06-09,2024-06-14,Standard,863.34
ORD006120,CUST00610,2024-08-19,2024-08-21,Express,2386.31
ORD006121,CUST00099,2024-07-24,2024-07-24,Same Day,862.29
ORD006122,CUST00254,2024-05-04,2024-05-09,Standard,702.41
ORD006123,CUST00197,2023-11-28,2023-11-30,Express,3087.47
ORD006124,CUST00964,2023-08-02,2023-08-04,Express,163.92
ORD006125,CUST00260,2024-10-20,2024-10-25,Standard,124.87
ORD006126,CUST00823,2023-03-13,2023-03-15,Express,495.78
ORD006127,CUST00447,2023-06-02,2023-06-07,Standard,841.11
ORD006128,CUST00092,2024-09-29,2024-10-01,Express,1648.72
ORD006129,CUST00334,2023-05-10,2023-05-15,Standard,201.74
ORD006130,CUST00968,2023-10-08,2023-10-10,Express,132.05
ORD006131,CUST00344,2024-07-30,2024-08-01,Express,5769.33
ORD006132,CUST00620,2024-08-03,2024-08-08,Standard,1746.07
ORD006133,CUST00161,2023-08-12,2023-08-17,Standard,374.24
ORD006134,CUST00315,2024-07-30,2024-08-01,Express,91.09
ORD006135,CUST00265,2023-07-04,2023-07-06,Express,574.92
ORD006136,CUST00380,2023-02-08,2023-02-13,Standard,1399.66
ORD006137,CUST01125,2023-07-03,2023-07-08,Standard,122.75
ORD006138,CUST00125,2024-02-04,2024-02-09,Standard,1155.9
ORD006139,CUST00025,2023-12-22,2023-12-24,Express,930.74
ORD006140,CUST00552,2024-01-08,2024-01-13,Standard,1466.83
ORD006141,CUST00561,2023-12-05,2023-12-07,Express,232.64
ORD006142,CUST00882,2024-03-08,2024-03-13,Standard,924.69
ORD006143,CUST00507,2023-05-06,2023-05-11,Standard,894.63
ORD006144,CUST00129,2023-01-16,2023-01-21,Standard,2224.64
ORD006145,CUST00133,2023-06-18,2023-06-20,Express,167.56
ORD006146,CUST00834,2023-10-29,2023-10-31,Express,500.2
ORD006147,CUST00052,2024-10-06,2024-10-11,Standard,425.51
ORD006148,CUST00430,2024-08-01,2024-08-03,Express,537.55
ORD006149,CUST00096,2023-09-22,2023-09-27,Standard,86.28
ORD006150,CUST00164,2024-04-03,2024-04-05,Express,3418.6
ORD006151,CUST00811,2023-08-06,2023-08-11,Standard,1221.47
ORD006152,CUST00956,2024-01-08,2024-01-10,Express,491.04
ORD006153,CUST01057,2023-03-09,2023-03-11,Express,85.08
ORD006154,CUST01060,2023-01-26,2023-01-31,Standard,129.21
ORD006155,CUST01003,2023-12-31,2024-01-05,Standard,392.58
ORD006156,CUST01133,2023-10-13,2023-10-15,Express,642.01
ORD006157,CUST00985,2024-09-28,2024-10-03,Standard,160.45
ORD006158,CUST00494,2023-08-10,2023-08-12,Express,2551.93
ORD006159,CUST00488,2023-06-28,2023-07-03,Standard,3895.42
ORD006160,CUST00295,2023-06-09,2023-06-11,Express,85.41
ORD006161,CUST00928,2023-07-08,2023-07-13,Standard,3407.6
ORD006162,CUST00648,2024-07-24,2024-07-29,Standard,81.13
ORD006163,CUST00151,2024-07-07,2024-07-12,Standard,349.17
ORD006164,CUST01047,2023-07-24,2023-07-26,Express,518.07
ORD006165,CUST00682,2024-09-22,2024-09-27,Standard,7434.87
ORD006166,CUST00886,2023-03-11,2023-03-11,Same Day,2615.13
ORD006167,CUST00228,2023-11-24,2023-11-29,Standard,2053.12
ORD006168,CUST00307,2023-12-05,2023-12-07,Express,680.28
ORD006169,CUST01196,2024-04-29,2024-05-04,Standard,155.72
ORD006170,CUST00407,2023-11-06,2023-11-11,Standard,94.53
ORD006171,CUST00375,2024-12-28,2024-12-30,Express,468.94
ORD006172,CUST00664,2024-11-17,2024-11-17,Same Day,455.34
ORD006173,CUST00692,2024-12-14,2024-12-14,Same Day,5500.2
ORD006174,CUST00251,2024-03-21,2024-03-23,Express,246.46
ORD006175,CUST00132,2024-03-19,2024-03-24,Standard,2721.12
ORD006176,CUST00250,2024-11-14,2024-11-19,Standard,326.82
ORD006177,CUST00253,2023-12-24,2023-12-29,Standard,2055.0
ORD006178,CUST00516,2024-06-26,2024-07-01,Standard,271.66
ORD006179,CUST01047,2023-08-06,2023-08-11,Standard,977.15
ORD006180,CUST00878,2024-07-31,2024-08-05,Standard,3561.07
ORD006181,CUST00550,2023-05-08,2023-05-13,Standard,1122.5
ORD006182,CUST00313,2023-02-19,2023-02-24,Standard,1182.65
ORD006183,CUST00281,2024-06-15,2024-06-20,Standard,1004.23
ORD006184,CUST00134,2023-05-24,2023-05-29,Standard,1764.81
ORD006185,CUST00502,2024-05-22,2024-05-27,Standard,2925.16
ORD006186,CUST00898,2023-09-19,2023-09-24,Standard,447.47
ORD006187,CUST01183,2023-11-09,2023-11-14,Standard,343.77
ORD006188,CUST01160,2024-12-13,2024-12-18,Standard,1117.91
ORD006189,CUST00571,2023-06-12,2023-06-17,Standard,821.85
ORD006190,CUST00737,2023-08-09,2023-08-14,Standard,941.2
ORD006191,CUST00931,2024-12-11,2024-12-11,Same Day,2883.8
ORD006192,CUST00385,2023-02-28,2023-03-05,Standard,242.87
ORD006193,CUST00554,2024-05-15,2024-05-17,Express,238.77
ORD006194,CUST00211,2023-07-25,2023-07-30,Standard,1087.76
ORD006195,CUST00460,2023-12-20,2023-12-25,Standard,181.11
ORD006196,CUST00052,2024-03-09,2024-03-14,Standard,422.25
ORD006197,CUST00678,2024-07-12,2024-07-14,Express,1160.34
ORD006198,CUST00050,2024-06-18,2024-06-23,Standard,574.92
ORD006199,CUST00033,2024-11-21,2024-11-26,Standard,3912.17
ORD006200,CUST00252,2024-02-17,2024-02-22,Standard,2434.21
ORD006201,CUST00206,2024-12-31,2025-01-05,Standard,4811.18
ORD006202,CUST00131,2024-04-30,2024-05-05,Standard,1275.96
ORD006203,CUST01172,2023-11-05,2023-11-05,Same Day,2172.58
ORD006204,CUST00165,2023-05-06,2023-05-11,Standard,3792.57
ORD006205,CUST00628,2023-11-29,2023-12-04,Standard,594.73
ORD006206,CUST00239,2023-05-25,2023-05-30,Standard,1075.1
ORD006207,CUST00241,2024-07-12,2024-07-17,Standard,75.77
ORD006208,CUST00994,2023-05-12,2023-05-17,Standard,1162.43
ORD006209,CUST00515,2023-12-24,2023-12-26,Express,267.5
ORD006210,CUST00220,2023-05-08,2023-05-10,Express,92.57
ORD006211,CUST00373,2024-01-12,2024-01-17,Standard,872.94
ORD006212,CUST00064,2023-12-04,2023-12-04,Same Day,315.62
ORD006213,CUST00967,2023-07-23,2023-07-28,Standard,2530.57
ORD006214,CUST00830,2024-09-23,2024-09-25,Express,2409.4
ORD006215,CUST00132,2024-10-04,2024-10-06,Express,126.62
ORD006216,CUST00655,2023-09-23,2023-09-23,Same Day,3127.26
ORD006217,CUST00029,2024-07-31,2024-07-31,Same Day,237.11
ORD006218,CUST00238,2024-12-16,2024-12-18,Express,1047.45
ORD006219,CUST01027,2023-07-30,2023-08-04,Standard,1736.52
ORD006220,CUST00379,2024-03-01,2024-03-06,Standard,214.0
ORD006221,CUST00433,2023-02-04,2023-02-09,Standard,239.28
ORD006222,CUST01111,2024-01-01,2024-01-06,Standard,3899.28
ORD006223,CUST00261,2024-08-10,2024-08-12,Express,813.42
ORD006224,CUST00444,2024-08-08,2024-08-10,Express,486.92
ORD006225,CUST00677,2023-08-07,2023-08-12,Standard,667.23
ORD006226,CUST00248,2023-04-29,2023-05-04,Standard,6694.15
ORD006227,CUST00959,2024-11-23,2024-11-25,Express,2387.6
ORD006228,CUST00923,2023-06-28,2023-06-30,Express,59.15
ORD006229,CUST00476,2024-01-24,2024-01-29,Standard,1440.48
ORD006230,CUST00203,2024-11-16,2024-11-18,Express,686.49
ORD006231,CUST00562,2023-02-05,2023-02-10,Standard,51.78
ORD006232,CUST00278,2023-12-13,2023-12-18,Standard,4048.08
ORD006233,CUST00983,2024-04-27,2024-04-27,Same Day,1764.1
ORD006234,CUST01016,2023-01-13,2023-01-15,Express,178.92
ORD006235,CUST00638,2024-08-14,2024-08-19,Standard,2193.0
ORD006236,CUST01174,2024-09-18,2024-09-20,Express,7294.74
ORD006237,CUST00036,2024-03-24,2024-03-29,Standard,1266.33
ORD006238,CUST00810,2023-05-28,2023-06-02,Standard,2076.06
ORD006239,CUST01081,2023-02-06,2023-02-11,Standard,3303.35
ORD006240,CUST00715,2023-01-05,2023-01-10,Standard,4574.4
ORD006241,CUST01164,2024-03-25,2024-03-27,Express,1191.6
ORD006242,CUST01038,2023-10-02,2023-10-07,Standard,1987.47
ORD006243,CUST00676,2024-11-18,2024-11-20,Express,881.38
ORD006244,CUST00430,2024-01-28,2024-02-02,Standard,1828.05
ORD006245,CUST00870,2024-12-20,2024-12-25,Standard,303.03
ORD006246,CUST00897,2024-12-17,2024-12-19,Express,68.4
ORD006247,CUST00976,2024-04-04,2024-04-06,Express,1664.56
ORD006248,CUST01043,2023-11-19,2023-11-24,Standard,1312.16
ORD006249,CUST00018,2023-06-11,2023-06-16,Standard,801.25
ORD006250,CUST00363,2024-01-26,2024-01-31,Standard,1636.98
ORD006251,CUST00157,2024-06-15,2024-06-17,Express,2207.96
ORD006252,CUST00122,2024-12-19,2024-12-21,Express,253.72
ORD006253,CUST01042,2023-06-12,2023-06-14,Express,3495.62
ORD006254,CUST00686,2024-07-26,2024-07-31,Standard,29.53
ORD006255,CUST00369,2023-09-27,2023-10-02,Standard,4017.04
ORD006256,CUST00270,2024-11-24,2024-11-29,Standard,3257.37
ORD006257,CUST00618,2024-07-11,2024-07-16,Standard,2139.96
ORD006258,CUST00123,2024-04-30,2024-05-02,Express,1235.04
ORD006259,CUST00707,2023-10-07,2023-10-12,Standard,1619.6
ORD006260,CUST00586,2024-09-13,2024-09-18,Standard,119.17
ORD006261,CUST00164,2023-12-31,2024-01-05,Standard,93.15
ORD006262,CUST00387,2024-12-01,2024-12-06,Standard,2749.3
ORD006263,CUST00700,2023-10-25,2023-10-27,Express,156.49
ORD006264,CUST00818,2024-09-25,2024-09-27,Express,3081.01
ORD006265,CUST00460,2023-04-10,2023-04-12,Express,319.54
ORD006266,CUST00146,2024-11-11,2024-11-16,Standard,2535.96
ORD006267,CUST00637,2024-03-27,2024-04-01,Standard,3662.04
ORD006268,CUST00577,2024-11-07,2024-11-12,Standard,164.3
ORD006269,CUST00127,2023-09-28,2023-10-03,Standard,6586.65
ORD006270,CUST00623,2024-03-16,2024-03-21,Standard,4812.66
ORD006271,CUST00102,2023-05-07,2023-05-12,Standard,722.8
ORD006272,CUST00537,2023-11-18,2023-11-23,Standard,891.66
ORD006273,CUST00006,2024-03-01,2024-03-03,Express,4728.81
ORD006274,CUST00867,2023-04-27,2023-04-29,Express,1129.52
ORD006275,CUST00244,2023-12-25,2023-12-30,Standard,623.66
ORD006276,CUST00501,2023-12-08,2023-12-13,Standard,1217.75
ORD006277,CUST01099,2023-04-10,2023-04-15,Standard,751.55
ORD006278,CUST01135,2023-05-28,2023-06-02,Standard,2913.67
ORD006279,CUST00159,2023-03-30,2023-04-04,Standard,5734.11
ORD006280,CUST00713,2023-10-25,2023-10-30,Standard,187.45
ORD006281,CUST00485,2023-12-04,2023-12-09,Standard,164.3
ORD006282,CUST01110,2024-04-20,2024-04-22,Express,450.0
ORD006283,CUST00221,2024-01-28,2024-01-30,Express,230.63
ORD006284,CUST00070,2024-12-23,2024-12-28,Standard,1134.34
ORD006285,CUST00439,2023-11-04,2023-11-09,Standard,647.82
ORD006286,CUST00644,2023-07-30,2023-08-01,Express,1096.21
ORD006287,CUST00181,2024-10-24,2024-10-26,Express,1454.98
ORD006288,CUST00293,2023-01-08,2023-01-13,Standard,307.52
ORD006289,CUST00850,2024-03-20,2024-03-25,Standard,314.1
ORD006290,CUST00589,2023-07-10,2023-07-12,Express,2994.86
ORD006291,CUST00105,2023-11-20,2023-11-25,Standard,1587.37
ORD006292,CUST00755,2024-06-08,2024-06-13,Standard,95.53
ORD006293,CUST01173,2024-10-04,2024-10-09,Standard,273.62
ORD006294,CUST00931,2024-11-06,2024-11-11,Standard,227.01
ORD006295,CUST00171,2024-06-18,2024-06-23,Standard,4437.34
ORD006296,CUST00574,2024-09-15,2024-09-20,Standard,85.5
ORD006297,CUST00130,2023-11-08,2023-11-13,Standard,1679.39
ORD006298,CUST00630,2023-01-15,2023-01-17,Express,646.16
ORD006299,CUST00364,2024-11-06,2024-11-11,Standard,5130.52
ORD006300,CUST00837,2023-12-31,2024-01-05,Standard,411.56
ORD006301,CUST00780,2023-10-09,2023-10-14,Standard,4191.57
ORD006302,CUST00591,2024-02-06,2024-02-11,Standard,4087.65
ORD006303,CUST00593,2024-09-02,2024-09-07,Standard,375.05
ORD006304,CUST00519,2024-11-04,2024-11-09,Standard,1667.61
ORD006305,CUST00202,2023-12-01,2023-12-01,Same Day,5624.74
ORD006306,CUST00564,2023-11-13,2023-11-18,Standard,4533.11
ORD006307,CUST00286,2023-03-08,2023-03-13,Standard,3367.5
ORD006308,CUST00255,2023-07-17,2023-07-22,Standard,222.75
ORD006309,CUST00037,2024-02-07,2024-02-12,Standard,7274.65
ORD006310,CUST00603,2024-05-27,2024-05-29,Express,473.44
ORD006311,CUST00266,2024-03-02,2024-03-04,Express,661.76
ORD006312,CUST00277,2024-04-03,2024-04-08,Standard,2119.27
ORD006313,CUST00701,2024-07-31,2024-07-31,Same Day,3558.42
ORD006314,CUST00961,2023-05-23,2023-05-25,Express,2772.97
ORD006315,CUST00375,2024-07-25,2024-07-27,Express,2254.65
ORD006316,CUST00585,2023-02-03,2023-02-05,Express,1265.21
ORD006317,CUST00867,2024-01-23,2024-01-25,Express,262.99
ORD006318,CUST00275,2023-11-05,2023-11-05,Same Day,605.16
ORD006319,CUST00371,2024-08-06,2024-08-11,Standard,856.74
ORD006320,CUST00421,2023-09-10,2023-09-15,Standard,2424.44
ORD006321,CUST00532,2023-04-28,2023-05-03,Standard,2106.94
ORD006322,CUST00078,2023-04-01,2023-04-03,Express,765.19
ORD006323,CUST01185,2023-12-23,2023-12-25,Express,1681.12
ORD006324,CUST00309,2023-07-17,2023-07-19,Express,144.9
ORD006325,CUST00524,2023-12-29,2023-12-31,Express,2124.04
ORD006326,CUST00820,2023-01-26,2023-01-31,Standard,483.63
ORD006327,CUST00243,2024-10-22,2024-10-27,Standard,604.01
ORD006328,CUST00202,2024-07-31,2024-08-05,Standard,1604.05
ORD006329,CUST00179,2023-12-15,2023-12-20,Standard,648.87
ORD006330,CUST00890,2023-01-18,2023-01-23,Standard,87.97
ORD006331,CUST00904,2024-04-12,2024-04-17,Standard,2771.98
ORD006332,CUST00779,2023-02-06,2023-02-11,Standard,850.87
ORD006333,CUST00760,2023-05-02,2023-05-04,Express,428.56
ORD006334,CUST00056,2024-08-10,2024-08-15,Standard,7919.26
ORD006335,CUST00661,2024-07-24,2024-07-26,Express,5144.56
ORD006336,CUST01060,2024-11-17,2024-11-22,Standard,435.31
ORD006337,CUST01182,2023-02-03,2023-02-08,Standard,108.09
ORD006338,CUST00992,2023-12-18,2023-12-23,Standard,2884.88
ORD006339,CUST00930,2024-07-02,2024-07-07,Standard,1549.0
ORD006340,CUST00917,2023-09-20,2023-09-25,Standard,1059.79
ORD006341,CUST00832,2023-05-01,2023-05-06,Standard,3881.05
ORD006342,CUST00272,2024-01-14,2024-01-14,Same Day,54.4
ORD006343,CUST00072,2024-04-17,2024-04-22,Standard,1266.33
ORD006344,CUST00069,2024-12-15,2024-12-20,Standard,138.11
ORD006345,CUST00907,2023-09-30,2023-10-05,Standard,315.31
ORD006346,CUST00052,2024-08-13,2024-08-15,Express,189.05
ORD006347,CUST00424,2023-08-24,2023-08-29,Standard,751.34
ORD006348,CUST00183,2024-11-20,2024-11-22,Express,233.95
ORD006349,CUST01151,2024-07-14,2024-07-19,Standard,2443.08
ORD006350,CUST01193,2023-08-16,2023-08-18,Express,882.98
ORD006351,CUST01185,2023-03-31,2023-04-05,Standard,1665.52
ORD006352,CUST01197,2023-12-08,2023-12-13,Standard,1485.05
ORD006353,CUST00292,2024-11-30,2024-12-05,Standard,1914.51
ORD006354,CUST00009,2023-08-05,2023-08-10,Standard,245.13
ORD006355,CUST00426,2023-05-04,2023-05-09,Standard,124.64
ORD006356,CUST00206,2023-07-14,2023-07-19,Standard,424.81
ORD006357,CUST00904,2024-12-08,2024-12-10,Express,2016.54
ORD006358,CUST00205,2024-03-03,2024-03-08,Standard,4453.71
ORD006359,CUST00797,2023-01-11,2023-01-13,Express,472.79
ORD006360,CUST00934,2023-07-03,2023-07-03,Same Day,1792.44
ORD006361,CUST00136,2024-09-28,2024-10-03,Standard,4565.71
ORD006362,CUST00279,2023-01-29,2023-01-31,Express,1099.58
ORD006363,CUST00991,2023-05-20,2023-05-20,Same Day,264.74
ORD006364,CUST01118,2023-03-09,2023-03-09,Same Day,1290.15
ORD006365,CUST00023,2024-09-29,2024-10-04,Standard,5527.44
ORD006366,CUST00492,2023-10-31,2023-11-05,Standard,2563.72
ORD006367,CUST01011,2024-12-13,2024-12-18,Standard,5679.27
ORD006368,CUST01155,2023-02-07,2023-02-09,Express,216.26
ORD006369,CUST00906,2023-06-09,2023-06-14,Standard,6716.17
ORD006370,CUST00645,2024-11-26,2024-11-28,Express,225.45
ORD006371,CUST01068,2023-11-12,2023-11-17,Standard,1274.8
ORD006372,CUST00827,2023-02-22,2023-02-27,Standard,147.02
ORD006373,CUST00673,2023-10-31,2023-11-05,Standard,224.66
ORD006374,CUST00576,2023-10-15,2023-10-20,Standard,734.88
ORD006375,CUST00307,2023-06-21,2023-06-23,Express,1289.65
ORD006376,CUST00263,2024-06-25,2024-06-27,Express,152.01
ORD006377,CUST00410,2023-11-23,2023-11-28,Standard,1028.47
ORD006378,CUST01030,2024-06-26,2024-06-28,Express,1133.86
ORD006379,CUST00129,2023-07-18,2023-07-20,Express,403.98
ORD006380,CUST01054,2023-05-10,2023-05-15,Standard,65.99
ORD006381,CUST00432,2024-07-24,2024-07-26,Express,615.99
ORD006382,CUST00848,2024-07-25,2024-07-30,Standard,1837.2
ORD006383,CUST01023,2024-04-10,2024-04-15,Standard,158.2
ORD006384,CUST01112,2024-11-06,2024-11-08,Express,3107.19
ORD006385,CUST00876,2023-09-18,2023-09-20,Express,57.53
ORD006386,CUST00010,2024-01-09,2024-01-11,Express,841.79
ORD006387,CUST01096,2024-12-30,2024-12-30,Same Day,257.58
ORD006388,CUST00039,2024-09-21,2024-09-21,Same Day,1396.87
ORD006389,CUST00423,2023-12-14,2023-12-19,Standard,2751.79
ORD006390,CUST00427,2023-07-16,2023-07-21,Standard,1332.98
ORD006391,CUST00560,2023-10-14,2023-10-16,Express,251.2
ORD006392,CUST01038,2023-01-09,2023-01-11,Express,3061.26
ORD006393,CUST00209,2023-11-07,2023-11-12,Standard,2848.68
ORD006394,CUST00623,2023-06-06,2023-06-08,Express,1438.31
ORD006395,CUST01170,2024-11-17,2024-11-22,Standard,6470.38
ORD006396,CUST00125,2023-06-26,2023-07-01,Standard,348.82
ORD006397,CUST00817,2023-08-15,2023-08-20,Standard,2398.95
ORD006398,CUST00041,2023-09-02,2023-09-04,Express,342.85
ORD006399,CUST00182,2023-05-09,2023-05-14,Standard,335.12
ORD006400,CUST00351,2024-05-07,2024-05-12,Standard,198.86
ORD006401,CUST01017,2023-03-19,2023-03-24,Standard,2004.49
ORD006402,CUST01145,2024-01-07,2024-01-09,Express,17.03
ORD006403,CUST00292,2024-01-18,2024-01-23,Standard,5928.97
ORD006404,CUST00762,2023-09-29,2023-10-01,Express,232.58
ORD006405,CUST00551,2024-10-02,2024-10-07,Standard,3812.13
ORD006406,CUST00234,2024-09-26,2024-10-01,Standard,2105.55
ORD006407,CUST00074,2024-08-02,2024-08-07,Standard,513.33
ORD006408,CUST01086,2023-06-08,2023-06-13,Standard,993.62
ORD006409,CUST01157,2024-12-14,2024-12-19,Standard,660.68
ORD006410,CUST01181,2023-10-17,2023-10-22,Standard,706.64
ORD006411,CUST01027,2024-07-02,2024-07-04,Express,2902.9
ORD006412,CUST00223,2023-04-09,2023-04-11,Express,785.25
ORD006413,CUST01146,2024-08-11,2024-08-13,Express,5432.31
ORD006414,CUST00556,2024-12-23,2024-12-25,Express,398.0
ORD006415,CUST00042,2023-12-25,2023-12-27,Express,2150.2
ORD006416,CUST00907,2023-02-02,2023-02-07,Standard,136.8
ORD006417,CUST00357,2023-05-07,2023-05-12,Standard,1415.95
ORD006418,CUST00631,2023-05-04,2023-05-09,Standard,4190.61
ORD006419,CUST00547,2024-11-04,2024-11-09,Standard,328.74
ORD006420,CUST00027,2023-02-15,2023-02-17,Express,785.16
ORD006421,CUST00519,2024-08-20,2024-08-22,Express,431.4
ORD006422,CUST00304,2023-11-22,2023-11-27,Standard,561.2
ORD006423,CUST01018,2024-01-30,2024-02-01,Express,138.31
ORD006424,CUST00477,2023-10-07,2023-10-12,Standard,743.57
ORD006425,CUST00305,2023-05-21,2023-05-23,Express,2655.05
ORD006426,CUST00495,2024-05-17,2024-05-22,Standard,928.27
ORD006427,CUST00877,2024-01-26,2024-01-31,Standard,3730.44
ORD006428,CUST00197,2024-04-23,2024-04-28,Standard,174.72
ORD006429,CUST00679,2024-11-27,2024-12-02,Standard,3316.18
ORD006430,CUST00495,2024-07-09,2024-07-14,Standard,5819.72
ORD006431,CUST00538,2023-08-26,2023-08-28,Express,161.84
ORD006432,CUST00956,2023-08-17,2023-08-22,Standard,353.75
ORD006433,CUST00583,2023-03-10,2023-03-15,Standard,57.27
ORD006434,CUST01177,2023-11-18,2023-11-20,Express,39.12
ORD006435,CUST00653,2023-06-14,2023-06-16,Express,4621.44
ORD006436,CUST00651,2023-05-11,2023-05-11,Same Day,3300.12
ORD006437,CUST00219,2024-12-25,2024-12-27,Express,667.46
ORD006438,CUST00173,2024-02-09,2024-02-11,Express,89.87
ORD006439,CUST00968,2024-07-30,2024-08-04,Standard,998.32
ORD006440,CUST00552,2023-06-23,2023-06-28,Standard,4332.39
ORD006441,CUST00630,2023-07-19,2023-07-19,Same Day,2743.85
ORD006442,CUST01113,2023-12-30,2024-01-04,Standard,3569.48
ORD006443,CUST01152,2023-11-21,2023-11-26,Standard,585.02
ORD006444,CUST00125,2024-03-23,2024-03-28,Standard,422.25
ORD006445,CUST00615,2024-12-03,2024-12-05,Express,3867.87
ORD006446,CUST00573,2023-09-08,2023-09-13,Standard,2106.16
ORD006447,CUST00486,2023-07-14,2023-07-19,Standard,853.82
ORD006448,CUST00571,2024-07-29,2024-08-03,Standard,1360.56
ORD006449,CUST00355,2024-07-09,2024-07-11,Express,97.44
ORD006450,CUST00548,2023-03-22,2023-03-27,Standard,4907.15
ORD006451,CUST00130,2023-11-07,2023-11-12,Standard,578.29
ORD006452,CUST01036,2024-07-16,2024-07-21,Standard,842.54
ORD006453,CUST00884,2024-05-04,2024-05-06,Express,1396.87
ORD006454,CUST00767,2024-12-28,2024-12-28,Same Day,3562.32
ORD006455,CUST00290,2023-06-08,2023-06-13,Standard,1161.13
ORD006456,CUST00905,2024-05-25,2024-05-27,Express,1308.89
ORD006457,CUST00128,2023-11-16,2023-11-21,Standard,1462.44
ORD006458,CUST00967,2023-04-16,2023-04-18,Express,4281.61
ORD006459,CUST00923,2024-01-01,2024-01-06,Standard,309.17
ORD006460,CUST00254,2023-02-24,2023-03-01,Standard,2941.34
ORD006461,CUST00764,2024-11-18,2024-11-20,Express,2644.58
ORD006462,CUST00581,2024-08-16,2024-08-21,Standard,506.43
ORD006463,CUST00030,2023-06-12,2023-06-17,Standard,224.66
ORD006464,CUST00958,2024-12-21,2024-12-26,Standard,2465.12
ORD006465,CUST00598,2024-02-16,2024-02-16,Same Day,2530.47
ORD006466,CUST00511,2024-08-02,2024-08-04,Express,241.35
ORD006467,CUST00500,2024-01-11,2024-01-13,Express,383.24
ORD006468,CUST00363,2024-12-12,2024-12-14,Express,1341.71
ORD006469,CUST00233,2023-06-02,2023-06-07,Standard,270.11
ORD006470,CUST00027,2024-12-17,2024-12-22,Standard,1010.27
ORD006471,CUST00038,2024-11-20,2024-11-25,Standard,254.56
ORD006472,CUST00376,2024-09-24,2024-09-29,Standard,3417.53
ORD006473,CUST00194,2024-10-21,2024-10-23,Express,295.9
ORD006474,CUST01064,2023-11-01,2023-11-06,Standard,4015.67
ORD006475,CUST00064,2023-07-08,2023-07-13,Standard,1080.19
ORD006476,CUST00108,2023-02-08,2023-02-08,Same Day,1365.52
ORD006477,CUST00876,2023-01-27,2023-01-27,Same Day,2006.9
ORD006478,CUST00607,2023-06-10,2023-06-15,Standard,110.53
ORD006479,CUST01127,2024-11-05,2024-11-10,Standard,2703.32
